115,6,39
115,7,37
116,6,38
117,250,34
117,251,33
117,10,4
117,7,36
118,6,37
118,10,252
119,6,36
119,7,35
119,17,8
119,10,4
120,42,220
120,6,35
120,42,222
120,17,13
120,7,34
120,10,0
121,42,220
121,42,222
121,17,12
122,42,221
122,42,222
122,43,14
122,17,13
123,42,219
123,250,33
123,251,32
123,6,34
123,42,222
123,17,12
124,42,219
124,7,33
124,42,222
124,17,13
125,42,220
125,10,4
125,250,34
125,251,33
125,42,221
126,42,222
126,43,15
126,10,0
126,250,35
126,251,34
127,250,37
127,251,36
128,7,34
128,251,38
128,6,35
129,250,36
129,251,37
129,43,3
129,38,66
129,26,0
129,68,0
130,250,35
130,251,36
131,250,33
131,251,34
131,6,34
131,251,33
133,250,32
133,251,32
134,17,24
135,42,219
135,17,25
136,42,220
136,43,10
136,42,219
136,17,24
137,251,31
137,7,33
137,17,25
138,42,221
138,42,219
138,251,32
138,17,24
139,42,221
139,10,252
139,42,219
139,43,30
139,250,33
139,251,33
139,7,34
139,17,25
140,42,220
140,10,0
140,42,219
140,250,37
140,251,34
141,10,252
141,42,222
141,250,45
141,251,39
142,6,35
142,13,180
142,10,0
142,250,46
142,251,43
143,43,18
143,10,252
143,250,43
143,251,41
143,7,35
144,42,221
144,42,222
144,10,0
144,6,36
144,250,41
145,10,4
145,250,39
145,251,39
146,43,4
146,10,0
146,250,37
146,251,38
147,250,36
147,251,37
147,7,36
148,250,35
148,251,36
148,6,37
149,10,4
149,251,35
150,43,3
150,10,0
151,17,12
151,42,220
151,10,252
151,251,34
152,42,222
152,17,13
152,10,0
153,42,220
153,17,12
153,42,222
153,43,12
153,7,37
154,17,13
154,6,38
154,42,219
154,250,36
154,251,35
155,42,222
155,17,12
155,42,221
155,250,37
156,42,220
156,17,13
156,42,222
156,10,252
156,250,38
156,251,36
157,42,219
157,43,18
157,42,222
157,10,4
157,251,37
158,10,252
158,6,37
159,10,4
159,7,36
160,43,3
160,14,178
160,10,0
161,250,37
161,10,252
161,6,36
162,10,4
163,251,36
163,10,0
164,250,36
164,10,4
165,250,35
165,251,35
165,10,0
166,251,34
167,17,16
168,42,219
168,43,4
168,10,4
168,42,222
168,17,17
169,42,220
169,10,0
169,17,16
170,42,222
170,10,252
170,17,17
171,42,219
171,8,1
171,250,36
171,251,35
171,42,222
171,43,24
171,17,16
171,8,0
172,42,219
172,250,37
172,251,36
172,42,220
172,17,17
173,42,221
173,8,1
173,250,38
173,251,37
173,42,219
174,42,222
174,10,250
174,250,39
174,251,38
174,6,37
175,43,14
175,20,40
175,20,41
175,10,248
175,250,40
175,251,39
176,10,246
176,250,41
176,251,40
177,10,248
177,251,41
178,10,246
178,8,2
178,250,42
178,43,3
178,7,37
179,10,242
179,6,38
179,250,43
179,251,42
180,20,41
180,20,42
180,10,238
180,250,44
180,251,43
181,10,240
181,7,38
181,8,3
181,9,3
181,250,43
181,6,39
182,10,242
182,250,41
182,251,42
183,20,42
183,20,43
183,10,234
183,8,4
183,9,4
183,7,39
183,17,4
183,6,40
184,10,230
184,251,41
185,10,232
185,8,5
185,9,5
185,43,5
185,7,40
186,20,43
186,20,45
186,10,230
186,250,42
186,251,42
186,6,41
186,8,6
186,9,6
187,20,45
187,20,46
187,10,224
187,250,43
187,251,43
187,7,41
187,8,7
188,9,7
188,20,46
188,20,48
188,10,218
188,250,44
188,251,44
188,6,42
189,43,3
189,20,48
189,20,49
189,10,220
189,250,46
189,251,45
189,38,59
189,26,0
189,68,0
189,7,42
190,8,8
190,9,8
190,20,49
190,20,51
190,250,47
190,251,46
191,6,43
191,20,51
191,20,53
191,10,214
191,8,9
191,9,9
191,250,48
191,251,47
191,7,43
192,14,177
192,20,53
192,20,56
192,10,216
192,250,49
192,251,48
193,6,44
193,20,56
193,20,57
193,10,218
193,8,10
193,9,10
193,250,48
193,7,44
194,20,57
194,20,58
194,10,226
194,250,49
194,251,49
195,14,176
195,20,58
195,20,61
195,10,224
195,6,45
195,8,11
195,9,11
195,7,45
195,20,61
195,20,63
195,10,226
195,250,48
195,251,48
196,10,234
196,251,47
197,20,63
197,20,65
197,10,236
197,250,47
197,6,46
198,20,65
198,20,68
198,7,46
198,8,12
198,9,12
198,250,48
199,20,68
199,20,70
199,17,29
199,42,220
199,10,234
200,42,219
200,12,28
200,31,0
200,20,70
200,20,71
200,10,238
201,8,13
201,9,13
201,20,71
201,20,75
201,10,236
202,43,36
202,20,75
202,20,80
202,10,228
202,8,14
202,9,14
203,22,0
203,20,80
203,20,81
203,10,230
204,42,220
204,42,222
204,20,81
204,20,85
204,10,228
205,8,15
205,9,15
205,13,179
205,20,85
205,20,89
205,10,226
206,43,23
206,20,89
206,20,90
206,8,16
206,9,16
207,24,96
207,36,1
207,37,254
207,20,90
207,20,96
207,10,222
208,20,96
208,20,97
208,10,228
209,8,17
209,9,17
209,43,3
209,20,97
209,20,99
209,10,226
210,14,175
210,20,99
210,20,101
210,10,228
211,8,18
211,9,18
211,20,101
211,20,103
212,8,17
212,14,174
212,20,103
212,20,102
212,10,232
213,8,18
213,14,173
213,20,102
213,20,105
214,10,236
214,68,1
214,250,64
214,251,66
214,6,47
214,7,47
214,6,48
214,20,105
215,20,106
215,250,62
215,251,63
215,7,48
215,8,19
215,9,19
215,6,49
215,7,49
215,39,130
216,24,143
216,36,1
216,37,191
216,20,106
216,20,108
216,10,234
216,251,62
216,6,50
216,7,50
216,14,172
217,20,108
217,20,109
217,10,232
217,36,1
217,37,175
217,250,61
217,6,51
217,7,51
218,10,238
218,250,62
218,251,61
218,6,52
218,8,20
218,9,20
218,7,52
218,36,1
218,37,171
219,20,109
219,20,112
219,10,228
219,36,1
219,37,170
219,250,61
219,6,53
219,7,53
219,8,21
219,9,21
220,10,230
220,17,28
220,6,54
220,7,54
220,42,220
221,42,219
221,14,171
221,10,232
221,17,29
221,6,55
221,42,220
221,7,55
222,42,219
222,20,112
222,20,114
222,250,62
222,251,60
222,17,28
222,6,56
222,7,56
223,42,218
223,10,236
223,251,61
223,17,29
223,8,22
223,9,22
223,42,220
223,6,57
224,42,219
224,43,36
224,24,164
224,36,1
224,37,153
224,20,114
224,20,115
224,10,232
224,251,62
224,7,57
224,17,28
224,42,220
225,42,218
225,10,238
225,36,1
225,37,149
225,250,63
225,6,58
225,17,29
225,7,58
225,42,219
226,20,115
226,20,116
226,250,66
226,251,65
226,6,59
226,7,59
226,42,222
226,8,23
226,9,23
226,6,60
227,10,236
227,36,1
227,37,148
227,250,67
227,7,60
227,43,28
227,6,61
228,10,238
228,250,72
228,251,71
228,7,61
228,6,62
228,7,62
228,8,22
229,36,1
229,37,147
229,10,246
229,250,74
229,251,74
229,6,63
229,8,23
229,7,63
229,6,64
229,7,64
230,10,242
230,6,65
231,43,3
231,10,244
231,250,72
231,251,73
231,7,65
232,24,174
232,36,1
232,37,140
232,10,248
232,250,69
232,251,70
232,6,66
232,8,24
232,9,24
233,14,170
233,20,116
233,20,117
233,10,244
233,36,1
233,37,139
233,250,67
233,251,68
233,7,66
234,10,250
234,250,66
234,251,66
235,10,244
235,36,1
235,37,138
235,250,67
235,6,67
236,10,248
236,17,28
236,7,67
237,42,219
237,10,246
237,250,68
237,251,67
237,17,29
237,6,68
238,42,220
238,43,16
238,8,25
238,9,25
238,20,117
238,20,118
238,10,242
238,250,69
238,17,28
238,8,24
239,42,218
239,10,250
239,250,71
239,251,69
239,7,68
239,17,29
239,6,69
240,42,219
240,8,25
240,24,178
240,36,1
240,37,136
240,10,244
240,250,74
240,251,72
240,17,28
241,42,220
241,6,70
241,7,69
241,42,218
241,43,37
241,10,246
241,36,1
241,37,135
241,250,76
241,251,74
241,17,29
241,8,24
242,42,220
242,42,219
242,10,252
242,250,78
242,251,77
242,7,70
242,8,25
242,6,71
243,42,222
243,250,80
243,251,78
243,7,71
244,6,72
244,10,254
244,250,81
244,251,79
245,43,13
245,13,178
245,10,248
245,251,80
245,7,72
246,6,73
246,10,254
247,10,252
247,250,79
247,251,79
248,39,129
248,6,74
248,7,73
248,24,180
248,36,1
248,37,134
248,10,250
249,43,3
249,8,26
249,9,26
249,36,1
249,37,133
249,10,246
249,250,80
249,251,80
249,8,25
249,6,75
249,7,74
250,10,252
250,8,26
250,6,76
251,7,75
251,10,250
251,250,79
251,251,78
251,6,77
251,7,76
251,10,248
251,250,78
251,251,77
251,17,28
252,42,219
252,251,76
252,17,29
252,6,78
253,42,218
253,7,77
253,42,219
253,14,169
253,20,118
253,20,119
253,10,244
253,251,77
254,42,220
254,17,28
254,42,218
254,10,248
254,250,80
254,251,78
254,6,79
254,17,29
255,42,220
255,43,31
255,7,78
255,42,219
255,24,181
255,36,1
255,37,132
255,10,244
255,250,81
255,251,79
256,17,28
256,8,27
256,9,27
256,42,218
256,10,248
256,250,83
256,251,81
256,6,80
257,17,29
257,7,79
257,42,219
257,10,246
257,250,84
257,251,82
258,42,220
258,42,222
258,43,33
258,10,244
258,250,85
258,251,83
259,6,81
259,10,248
259,250,86
260,251,84
260,7,80
262,43,3
262,10,246
262,250,87
262,251,85
262,6,82
263,10,250
263,250,88
263,251,86
263,7,81
264,24,182
264,36,1
264,37,131
264,10,254
264,251,88
264,6,83
265,42,221
265,36,1
265,37,130
265,7,82
265,42,222
265,43,4
266,10,0
266,250,91
266,251,90
266,6,84
266,7,83
267,10,4
267,250,89
267,251,89
267,6,85
268,10,6
268,17,28
268,250,87
268,251,87
268,42,221
268,7,84
269,42,219
269,43,11
269,10,2
269,17,29
269,250,85
269,251,85
270,42,218
270,10,4
270,17,28
270,250,83
270,251,83
270,6,86
270,8,26
270,7,85
270,8,27
271,10,6
271,17,29
271,250,84
271,251,82
271,42,220
272,42,218
272,24,183
272,10,2
272,17,28
272,250,86
272,251,84
272,42,220
272,43,36
272,8,26
273,42,218
273,10,4
273,17,29
273,250,89
273,251,86
273,6,87
273,7,86
274,38,51
274,26,0
274,68,0
274,250,92
274,251,89
274,42,222
275,10,8
275,250,93
275,251,90
275,6,88
276,43,20
276,13,177
276,10,4
276,7,87
277,20,119
277,20,118
277,10,6
277,251,91
278,6,89
278,10,8
278,7,88
278,8,25
279,10,10
279,251,92
279,39,128
280,43,3
280,24,184
280,36,1
280,37,129
280,10,12
280,6,90
281,36,1
281,37,128
282,250,92
282,7,89
283,10,10
284,10,14
284,17,28
284,8,24
285,42,219
285,8,25
285,10,6
285,42,218
285,17,29
285,250,90
285,251,90
285,6,91
286,42,220
286,10,4
286,17,28
286,250,88
286,251,88
286,7,90
287,42,218
287,43,24
287,8,24
287,10,6
287,17,29
287,251,87
288,42,219
288,42,218
288,24,186
288,36,1
288,37,127
288,17,28
289,42,220
289,42,218
289,20,118
289,20,117
289,10,8
289,17,29
290,42,220
290,42,218
290,43,38
291,42,222
291,10,10
291,250,87
291,251,86
292,250,86
292,6,90
293,7,89
293,8,23
293,20,117
293,20,116
293,10,12
293,250,85
293,251,84
294,43,6
294,10,14
294,250,84
294,6,89
295,7,88
295,251,83
296,6,88
296,24,188
296,36,1
296,37,126
296,10,12
296,250,83
297,7,87
297,43,3
297,251,82
297,8,22
298,6,87
298,20,116
298,20,115
298,10,16
298,7,86
299,10,12
299,250,82
299,251,81
299,6,86
300,7,85
300,17,28
300,251,80
301,43,4
301,42,218
301,6,85
301,20,115
301,20,114
301,17,29
301,250,81
301,7,84
302,8,21
302,17,28
303,42,220
303,42,218
303,6,84
303,7,83
303,10,14
303,17,29
303,250,80
304,42,219
304,251,79
304,39,127
304,42,218
304,43,38
304,24,190
304,36,1
304,37,125
304,20,114
304,20,113
304,17,28
304,250,81
305,7,82
305,20,113
305,20,112
305,17,29
306,251,78
306,6,83
306,8,20
307,42,220
307,7,81
307,42,222
307,10,12
308,6,82
308,43,26
308,13,176
309,7,80
309,10,10
311,10,6
312,43,3
312,10,2
312,250,82
312,6,81
312,7,79
313,24,193
313,36,1
313,37,124
313,10,0
313,250,83
313,251,79
313,8,21
314,14,168
314,20,112
314,20,113
314,10,252
314,36,1
314,37,123
314,250,85
314,251,80
314,6,82
315,20,113
315,20,114
315,10,244
315,250,88
315,251,85
315,10,246
315,250,91
315,251,89
315,7,80
315,6,83
315,8,22
316,10,242
316,17,28
316,250,96
316,251,92
316,7,81
316,6,84
317,42,218
317,20,114
317,20,115
317,10,240
317,17,29
317,250,95
317,251,93
317,7,82
318,43,19
318,17,28
318,250,90
318,251,89
318,6,85
318,42,219
319,42,218
319,20,115
319,20,116
319,17,29
319,250,86
319,251,85
319,42,220
320,42,218
320,24,194
320,36,1
320,37,122
320,10,246
320,17,28
320,251,84
320,7,83
320,42,219
320,6,86
321,42,218
321,10,244
321,36,1
321,37,121
321,17,29
321,250,87
321,251,86
321,43,36
321,8,23
322,10,246
322,250,89
322,251,87
322,42,222
322,7,84
323,6,87
323,10,248
323,250,90
324,10,246
324,250,91
324,251,89
324,7,85
324,6,88
325,43,12
325,10,250
325,250,94
325,251,92
325,7,86
326,6,89
326,10,248
326,251,93
326,7,87
327,6,90
327,20,116
327,20,117
327,10,246
327,250,95
327,251,94
327,8,24
327,7,88
328,24,196
328,36,1
328,37,120
328,10,242
328,250,96
328,251,95
328,6,91
328,43,3
328,7,89
329,250,100
329,251,97
329,6,92
329,7,90
330,10,248
330,250,104
330,251,100
330,6,93
330,7,91
331,250,102
332,6,94
332,7,92
332,10,246
332,17,28
332,250,101
333,42,220
333,42,218
333,10,248
333,17,29
333,250,100
333,251,99
334,20,117
334,20,118
334,10,252
334,38,52
334,26,0
334,68,0
334,17,28
334,250,97
334,251,95
334,7,93
335,6,95
335,10,254
335,17,29
335,250,95
335,251,94
336,42,219
336,43,32
336,42,218
336,24,198
336,36,1
336,37,119
336,10,250
336,17,28
336,251,93
336,7,94
336,8,25
336,6,96
337,42,220
337,42,218
337,10,248
337,17,29
337,250,96
337,251,94
337,8,24
338,20,118
338,20,117
338,10,0
338,250,99
338,251,95
338,6,97
338,7,95
339,42,222
339,8,25
339,20,117
339,20,118
339,10,252
339,250,102
339,251,98
340,6,98
340,7,96
340,10,254
340,250,104
340,251,101
341,6,99
341,251,102
341,7,97
342,13,175
342,250,103
342,251,101
343,43,3
343,6,100
343,7,98
344,24,199
344,36,1
344,37,118
344,10,250
344,250,102
344,251,100
345,10,0
345,36,1
345,37,117
345,250,101
346,10,254
346,250,100
346,251,99
347,39,126
347,250,101
347,251,98
348,10,0
348,17,28
348,251,99
349,42,218
349,10,2
349,17,29
349,250,102
350,43,13
350,10,0
350,17,28
351,42,220
351,6,101
351,42,218
351,10,254
351,17,29
352,7,99
352,24,201
352,36,1
352,37,116
352,17,28
352,250,103
352,251,100
353,6,102
353,42,219
353,43,37
353,10,0
353,17,29
354,42,218
354,250,106
354,251,102
354,7,100
354,10,252
354,250,107
354,251,104
355,42,219
355,6,103
355,42,222
355,10,254
355,250,110
356,251,106
356,7,101
356,10,0
357,43,18
357,250,114
357,251,110
357,6,104
358,251,111
358,7,102
358,6,105
359,250,112
359,251,110
360,250,111
360,251,109
360,7,103
360,43,3
360,6,106
361,24,203
361,36,1
361,37,115
361,250,110
361,251,108
362,10,254
362,250,108
362,251,107
362,7,104
362,6,107
363,10,2
363,250,107
363,251,106
364,10,0
364,250,106
364,251,104
364,7,105
365,10,2
365,17,28
365,6,108
366,42,218
366,10,254
366,17,29
367,10,2
367,17,28
367,250,107
367,7,106
367,42,220
368,42,218
368,43,27
368,10,0
368,17,29
368,250,109
368,251,106
368,42,220
368,6,109
369,42,218
369,24,204
369,36,1
369,37,114
369,10,254
369,17,28
369,250,111
369,251,108
369,7,107
370,10,0
370,17,29
370,250,112
371,6,110
371,251,109
371,42,221
371,43,38
372,42,222
372,250,114
372,251,110
373,250,115
373,251,112
373,7,108
374,10,2
375,43,3
375,10,0
376,10,2
376,250,116
376,251,113
376,6,111
377,24,205
377,36,1
377,37,113
377,10,0
377,250,119
377,251,115
378,7,109
378,10,2
378,250,121
378,251,116
378,6,112
379,10,0
379,250,123
379,251,117
379,6,113
379,7,110
379,10,2
379,251,119
379,6,114
379,7,111
380,17,20
380,250,119
380,251,115
380,6,115
381,42,220
381,43,7
381,7,112
381,42,218
381,10,0
381,17,29
381,250,116
381,251,113
382,6,116
382,17,28
382,250,114
382,251,112
383,8,24
383,10,4
383,17,29
383,250,113
383,251,110
383,7,113
383,8,25
384,42,219
384,8,24
384,42,218
384,43,35
384,24,206
384,17,28
384,250,112
384,251,109
385,42,220
385,42,218
385,10,2
385,17,29
385,8,25
386,10,0
387,42,222
387,13,174
387,10,252
387,250,113
387,251,110
388,43,24
388,10,2
388,250,115
388,251,113
389,14,169
389,10,252
389,250,118
389,251,115
390,10,248
390,250,120
390,251,117
391,6,117
391,250,125
391,251,123
391,7,114
392,43,3
392,24,208
392,36,1
392,37,112
392,10,250
392,250,123
392,251,122
393,10,252
393,250,121
393,251,120
393,8,26
394,7,115
394,10,244
394,38,51
394,26,0
394,68,0
394,250,120
395,251,119
395,250,119
395,251,117
396,10,250
396,17,4
396,251,116
397,42,220
397,20,118
397,20,119
397,10,246
397,250,118
398,42,222
398,10,244
398,250,120
399,43,4
399,6,118
399,10,246
399,250,121
399,251,117
400,7,116
400,24,209
400,36,1
400,37,111
400,10,250
400,250,122
400,251,119
401,6,119
401,8,27
401,250,123
402,7,117
402,43,3
402,6,120
402,10,248
402,251,120
403,7,118
403,10,252
404,250,124
404,6,121
404,10,250
405,251,121
405,7,119
405,14,168
406,10,248
406,250,125
406,251,122
406,6,122
408,10,252
409,24,209
409,36,1
409,37,110
409,10,248
409,250,124
409,251,121
410,250,118
410,251,118
411,10,254
411,250,114
411,251,114
411,39,125
411,6,121
412,250,112
412,251,111
412,7,118
413,250,111
413,251,109
413,6,120
414,7,117
414,8,28
414,9,28
415,250,113
415,251,110
416,250,114
416,251,111
416,6,119
417,24,209
417,36,1
417,37,111
417,10,252
417,250,115
417,251,112
417,7,116
418,6,118
419,17,5
419,250,116
419,251,113
419,42,221
419,7,115
420,42,222
420,43,4
420,6,117
421,7,114
422,10,250
422,6,116
423,10,252
423,251,114
423,7,113
424,43,3
424,251,113
424,6,115
425,24,207
425,250,117
425,7,112
427,10,254
427,250,116
430,6,116
430,7,113
431,8,29
431,9,29
432,10,248
432,251,114
433,24,205
433,36,1
433,37,112
433,10,252
433,250,117
433,8,28
434,10,0
434,250,116
434,251,113
435,10,254
435,17,8
435,8,29
436,42,220
436,42,222
436,17,9
437,42,221
437,42,222
437,10,252
437,17,8
437,250,117
438,43,10
438,8,28
438,10,4
438,17,9
439,42,218
439,42,222
439,10,2
439,17,8
439,250,116
439,8,29
440,42,220
440,42,222
440,10,252
440,17,9
440,250,117
441,42,220
441,43,13
441,24,203
441,36,1
441,37,113
441,10,248
441,251,114
442,42,222
442,10,252
442,250,118
442,251,115
443,6,117
443,250,119
443,251,116
443,7,114
443,10,246
444,43,3
444,250,120
444,251,117
445,8,30
445,9,30
445,20,119
445,20,120
445,10,248
445,250,119
446,8,29
446,20,120
446,20,119
446,10,254
446,251,116
447,6,118
447,8,30
447,20,119
447,20,120
447,10,250
447,250,118
448,7,115
448,24,201
448,36,1
448,37,115
448,10,252
448,251,115
449,8,29
449,8,30
449,10,254
450,17,4
451,42,221
451,43,4
451,8,29
451,20,120
451,20,119
452,42,222
452,10,2
452,17,5
452,8,30
452,42,220
452,20,119
452,20,120
453,42,222
453,10,254
453,17,4
454,10,252
454,17,5
455,43,8
455,10,0
455,38,50
455,26,0
455,68,0
455,17,4
455,250,119
455,42,220
456,42,222
456,10,252
456,17,5
456,251,116
456,42,220
456,6,119
456,7,116
457,42,222
457,24,198
457,250,120
458,10,250
458,251,117
458,43,6
460,10,0
461,10,250
462,43,3
462,10,0
462,251,118
463,10,254
463,251,117
463,39,124
465,24,196
465,36,1
465,37,117
465,10,0
465,250,119
465,251,116
466,10,252
467,10,254
467,17,4
469,43,4
469,10,2
469,6,120
470,10,0
470,251,115
471,10,2
471,251,116
472,43,3
473,24,193
473,36,1
473,37,118
473,10,0
474,10,254
474,6,119
475,10,252
476,10,0
477,10,252
478,10,254
478,251,115
479,10,2
479,250,118
481,24,190
481,36,1
481,37,120
481,10,0
482,10,254
483,8,31
483,9,31
483,17,5
483,250,119
484,42,220
484,42,222
485,10,252
485,250,118
485,8,30
486,7,115
486,10,0
487,43,4
487,10,2
488,10,4
488,251,114
489,24,187
489,36,1
489,37,122
490,43,3
490,10,2
490,6,118
490,8,31
491,8,30
491,251,115
492,10,254
492,8,31
493,10,250
493,250,119
494,14,167
494,10,248
494,251,116
495,10,250
496,250,118
497,24,184
497,36,1
497,37,124
497,250,119
498,10,248
498,250,118
498,251,115
499,10,254
499,17,4
500,42,220
500,10,0
501,42,222
501,43,5
501,17,5
501,250,115
501,251,113
501,42,220
501,10,254
502,42,222
502,17,4
502,250,112
502,251,110
502,7,114
503,17,5
503,250,111
503,251,109
503,6,117
503,42,221
504,42,222
504,10,252
504,17,4
504,250,110
504,251,108
504,42,220
504,43,9
505,42,222
505,10,254
505,17,5
505,250,109
505,251,107
505,6,116
505,7,113
505,42,221
505,8,32
505,9,32
506,42,222
506,24,180
506,36,1
506,37,126
506,10,250
506,8,31
506,6,115
507,42,221
507,36,1
507,250,110
507,37,127
507,7,112
507,42,222
507,10,252
507,250,111
507,251,108
507,43,5
508,10,254
508,6,114
508,8,32
508,7,111
509,250,112
509,251,109
509,8,31
510,10,0
510,8,32
510,6,113
511,43,3
511,10,254
511,7,110
512,10,252
512,6,112
513,24,176
513,36,1
513,37,129
513,10,254
513,7,109
514,10,250
514,36,1
514,37,130
515,10,254
515,33,0
516,42,219
516,10,252
516,42,218
516,12,28
517,10,254
518,43,29
519,28,0
519,10,252
519,42,217
520,42,222
520,10,0
521,24,172
521,36,1
521,37,132
521,10,252
521,43,24
522,36,1
522,37,133
523,39,123
523,14,166
523,10,0
525,43,3
525,10,254
527,39,124
528,10,0
529,68,1
529,250,110
529,251,107
529,6,111
529,24,168
529,36,1
529,37,135
529,10,252
530,8,33
530,9,33
530,36,1
530,37,136
530,250,111
530,251,108
530,7,108
530,10,250
531,39,123
531,10,252
532,250,109
532,251,107
533,10,250
534,10,244
535,39,124
535,10,246
535,17,20
535,8,34
535,9,34
536,42,220
536,42,218
536,10,244
536,17,9
537,42,222
537,24,163
537,36,1
537,37,139
537,10,242
537,17,8
538,42,219
538,42,222
538,250,110
538,251,108
538,10,244
538,17,9
538,36,1
538,37,140
539,42,220
539,6,110
539,42,222
539,43,18
539,17,8
540,42,221
540,42,222
540,250,111
540,10,250
540,17,9
541,42,220
541,250,109
541,251,107
541,10,248
542,42,222
542,10,250
543,43,8
543,39,123
543,10,254
543,7,107
544,10,250
544,8,35
545,9,35
545,8,34
545,250,110
545,251,108
545,24,157
545,36,1
545,37,144
545,10,254
546,43,3
546,250,111
546,10,252
546,36,1
546,37,145
547,39,124
547,8,35
548,251,109
549,7,108
550,8,34
550,8,35
550,251,108
551,10,254
551,39,123
551,250,110
552,17,28
552,42,218
553,10,252
553,17,29
553,42,220
553,43,16
553,250,111
554,24,152
554,36,1
554,37,149
554,17,28
554,42,218
554,251,109
555,10,0
555,17,29
555,36,1
555,37,150
555,250,113
555,251,110
556,10,252
556,17,28
556,6,111
556,42,219
556,250,115
556,251,112
557,42,218
557,43,37
557,10,250
557,17,29
557,42,220
557,250,117
557,251,114
558,42,219
558,10,252
558,7,109
558,42,222
558,6,112
559,10,254
559,251,115
560,43,13
560,7,110
561,6,113
561,10,252
562,250,116
562,251,114
562,24,147
